Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
382,Antonio Gates,LAC,TE,6,LV,3.58,2.3,50,26.1,0.3,0,6.5,13,0,0,0,0,0.1,0.1,4.2,4.21
382,Jesse James,PIT,TE,11,TEN,3.45,2.5,66.7,24.1,0.3,0,8,12,0,0,0,0,0,0,4.2,4.21
384,Austin Seferian-Jenkins,NYJ,TE,15,NO,4,2.9,75,30,0.2,0,7.5,10,0,0,0,0,0,0,4.2,4.2
385,Ryan Griffin,HOU,TE,9,IND,4,2.8,75,29.9,0.2,0,7.5,10,0,0,0,0,0,0,4.2,4.19
385,George Kittle,SF,TE,9,ARI,4.64,2.8,60,29.9,0.2,0,6,10,0,0,0,0,0,0,4.2,4.19
385,Benjamin Watson,BAL,TE,11,GB,4.85,3.3,60,29.9,0.2,0,6,10,0,0,0,0,0,0,4.2,4.19
388,Austin Hooper,ATL,TE,9,CAR,3.43,2.6,100,29.7,0.2,0,10,10,0,0,0,0,0,0,4.2,4.17
388,Stephen Anderson,HOU,TE,15,JAX,4.11,2.9,75,29.7,0.2,0,7.5,10,0,0,0,0,0,0,4.2,4.17
390,Eric Ebron,DET,TE,10,CLE,3.42,2.5,66.7,29.6,0.2,0,10,15,0,0,0,0,0,0,4.2,4.16
391,Stephen Anderson,HOU,TE,17,IND,3.4,2.4,66.7,29.4,0.2,0,9.7,14.5,0,0.1,0,0,0,0,4.2,4.15
392,Benjamin Watson,BAL,TE,9,TEN,4.85,3.3,60,29.4,0.2,0,5.8,9.7,0,0,0,0,0,0,4.1,4.14
393,Nick O'Leary,BUF,TE,7,TB,4.04,2.3,50,29.3,0.2,0,7.2,14.5,0,0,0,0,0,0,4.1,4.13
394,Benjamin Watson,BAL,TE,14,PIT,4.7,3.2,60,29.1,0.2,0,5.8,9.7,0,0,0,0,0,0,4.1,4.11
395,David Njoku,CLE,TE,15,BAL,3.27,2.5,66.7,28.9,0.2,0,9.7,14.5,0,0.1,0,0,0,0,4.1,4.1
396,Julius Thomas,MIA,TE,10,CAR,4.29,2.9,75,28.9,0.2,0,7.2,9.7,0,0,0,0,0,0,4.1,4.09
396,Marcedes Lewis,JAX,TE,16,SF,3.46,2,66.7,22.9,0.3,0,7.7,11.5,0,0,0,0,0,0,4.1,4.09
396,Demetrius Harris,KC,TE,17,DEN,4.1,2.7,75,28.9,0.2,0,7.2,9.7,0,0,0,0,0,0,4.1,4.09
396,Ricky Seals-Jones,ARI,TE,13,LAR,3.38,2.6,100,28.9,0.2,0,9.7,9.7,0,0,0,0,0,0,4.1,4.09
400,Austin Hooper,ATL,TE,8,NYJ,3.3,2.5,66.7,28.8,0.2,0,9.7,14.5,0,0,0,0,0,0,4.1,4.08
400,Tyler Higbee,LAR,TE,7,ARI,3.21,2.4,66.7,28.8,0.2,0,9.7,14.5,0,0,0,0,0,0,4.1,4.08
402,George Kittle,SF,TE,2,SEA,4.81,2.9,60,28.7,0.2,0,5.8,9.7,0,0,0,0,0,0,4.1,4.07
402,David Njoku,CLE,TE,8,MIN,3.66,2.8,75,28.7,0.2,0,7.2,9.7,0,0,0,0,0,0,4.1,4.07
402,C.J. Fiedorowicz,HOU,TE,11,ARI,3.77,2.9,75,28.7,0.2,0,7.2,9.7,0,0,0,0,0,0,4.1,4.07
405,Dwayne Allen,NE,TE,14,MIA,3.82,2.2,50,22.6,0.3,0,5.8,11.5,0,0,0,0,0,0,4.1,4.06
406,David Njoku,CLE,TE,11,JAX,3.66,2.8,75,28.5,0.2,0,7,9.3,0,0,0,0,0,0,4,4.05
406,Marcedes Lewis,JAX,TE,7,IND,3.11,1.8,66.7,22.5,0.3,0,7.3,11,0,0,0,0,0,0,4,4.05
408,Jesse James,PIT,TE,6,KC,4.14,3,75,28.3,0.2,0,7,9.3,0,0,0,0,0,0,4,4.03
408,Zach Ertz,PHI,TE,17,DAL,4.49,2.6,75,28.3,0.2,0,7,9.3,0,0,0,0,0,0,4,4.03
410,Antonio Gates,LAC,TE,1,DEN,4.52,2.9,60,30.2,0.2,0,6,10,0,0,0,0,0.1,0.1,4,4.02
410,David Njoku,CLE,TE,5,NYJ,2.62,2,66.7,22.2,0.3,0,7.3,11,0,0,0,0,0,0,4,4.02
412,George Kittle,SF,TE,5,IND,4.48,2.7,75,28.1,0.2,0,7,9.3,0,0,0,0,0,0,4,4.01
412,Garrett Celek,SF,TE,15,TEN,4.08,2.4,50,28.1,0.2,0,7,14,0,0,0,0,0,0,4,4.01
414,O.J. Howard,TB,TE,2,CHI,3.21,2.4,66.7,27.9,0.2,0,9.3,14,0,0,0,0,0,0,4,3.99
415,Garrett Celek,SF,TE,16,JAX,3.74,2.2,50,27.8,0.2,0,7,14,0,0,0,0,0,0,4,3.98
415,Eric Ebron,DET,TE,11,CHI,3.42,2.5,66.7,27.8,0.2,0,9.3,14,0,0,0,0,0,0,4,3.98
415,Jermaine Gresham,ARI,TE,7,LAR,5.01,2.8,60,27.8,0.2,0,5.6,9.3,0,0,0,0,0,0,4,3.98
418,George Kittle,SF,TE,3,LAR,4.48,2.7,75,27.6,0.2,0,7,9.3,0,0,0,0,0,0,4,3.96
419,Antonio Gates,LAC,TE,5,NYG,4.36,2.8,75,29.5,0.2,0,7.5,10,0,0,0,0,0.1,0.1,4,3.95
419,Austin Seferian-Jenkins,NYJ,TE,16,LAC,4.14,3,75,27.5,0.2,0,7,9.3,0,0,0,0,0,0,4,3.95
421,Vance McDonald,PIT,TE,17,CLE,3.91,2.2,50,27.4,0.2,0,6.8,13.5,0,0,0,0,0,0,3.9,3.94
422,Jermaine Gresham,ARI,TE,1,DET,4.47,2.5,50,27.3,0.2,0,6.8,13.5,0,0,0,0,0,0,3.9,3.93
422,David Njoku,CLE,TE,3,IND,3.14,2.4,66.7,27.3,0.2,0,9,13.5,0,0,0,0,0,0,3.9,3.93
422,Benjamin Watson,BAL,TE,15,CLE,4.41,3,75,27.3,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.93
425,Julius Thomas,MIA,TE,5,TEN,3.99,2.7,75,27.1,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.91
425,Eric Ebron,DET,TE,9,GB,3.56,2.6,75,27.1,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.91
425,C.J. Fiedorowicz,HOU,TE,13,TEN,3.77,2.9,75,27.1,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.91
428,Julius Thomas,MIA,TE,8,BAL,3.99,2.7,75,27,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.9
428,Tyler Kroft,CIN,TE,16,DET,4.03,2.6,75,27,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.9
430,David Njoku,CLE,TE,2,BAL,3.53,2.7,75,26.9,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.89
430,Jermaine Gresham,ARI,TE,6,TB,4.83,2.7,60,26.9,0.2,0,5.4,9,0,0,0,0,0,0,3.9,3.89
430,Nick O'Leary,BUF,TE,9,NYJ,3.52,2,50,26.9,0.2,0,6.8,13.5,0,0,0,0,0,0,3.9,3.89
433,Eric Ebron,DET,TE,8,PIT,3.56,2.6,75,26.8,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.88
434,David Njoku,CLE,TE,4,CIN,3.14,2.4,66.7,26.7,0.2,0,9,13.5,0,0,0,0,0,0,3.9,3.87
435,O.J. Howard,TB,TE,8,CAR,2.94,2.2,66.7,26.6,0.2,0,9,13.5,0,0,0,0,0,0,3.9,3.86
435,George Kittle,SF,TE,17,LAR,3.98,2.4,50,26.6,0.2,0,6.8,13.5,0,0,0,0,0,0,3.9,3.86
437,Seth DeValve,CLE,TE,3,IND,2.76,2,66.7,26.5,0.2,0,8.7,13,0,0,0,0,0,0,3.8,3.85
438,Ryan Griffin,HOU,TE,3,NE,4.14,2.9,75,28.2,0.2,0,7,9.3,0,0,0,0,0.1,0.1,3.8,3.82
438,David Njoku,CLE,TE,17,PIT,3.01,2.3,66.7,26.1,0.2,0,8.7,13,0,0.1,0,0,0,0,3.8,3.82
440,Jermaine Gresham,ARI,TE,11,HOU,4.65,2.6,60,26.1,0.2,0,5.2,8.7,0,0,0,0,0,0,3.8,3.81
441,George Kittle,SF,TE,4,ARI,4.31,2.6,75,26,0.2,0,6.5,8.7,0,0,0,0,0,0,3.8,3.8
441,O.J. Howard,TB,TE,9,NO,2.68,2,66.7,26,0.2,0,8.7,13,0,0,0,0,0,0,3.8,3.8
443,O.J. Howard,TB,TE,13,GB,3.08,2.3,66.7,27.8,0.2,0,9.3,14,0,0,0,0,0.1,0.1,3.8,3.78
444,Tyler Higbee,LAR,TE,9,NYG,3.08,2.3,66.7,25.7,0.2,0,8.7,13,0,0,0,0,0,0,3.8,3.77
444,C.J. Fiedorowicz,HOU,TE,10,LAR,3.51,2.7,75,25.7,0.2,0,6.5,8.7,0,0,0,0,0,0,3.8,3.77
446,Garrett Celek,SF,TE,10,NYG,4.08,2.4,50,25.4,0.2,0,6.2,12.5,0,0,0,0,0,0,3.7,3.74
446,AJ Derby,DEN,TE,10,NE,3.37,2.5,66.7,27.4,0.2,0,9,13.5,0,0,0,0,0.1,0.1,3.7,3.74
448,C.J. Fiedorowicz,HOU,TE,12,BAL,3.51,2.7,75,25.1,0.2,0,6.2,8.3,0,0,0,0,0,0,3.7,3.71
448,Tyler Kroft,CIN,TE,17,BAL,3.87,2.5,50,25.1,0.2,0,6.2,12.5,0,0,0,0,0,0,3.7,3.71
448,Jesse James,PIT,TE,13,CIN,3.72,2.7,75,25.1,0.2,0,6.2,8.3,0,0,0,0,0,0,3.7,3.71
448,Antonio Gates,LAC,TE,7,DEN,3.74,2.4,50,25.1,0.2,0,6.2,12.5,0,0,0,0,0,0,3.7,3.71
452,Tyler Higbee,LAR,TE,1,IND,3.35,2.5,66.7,25,0.2,0,8.3,12.5,0,0,0,0,0,0,3.7,3.7
453,O.J. Howard,TB,TE,14,DET,2.54,1.9,66.7,24.8,0.2,0,8.3,12.5,0,0,0,0,0,0,3.7,3.68
453,Marcedes Lewis,JAX,TE,15,HOU,3.46,2,66.7,24.8,0.2,0,8.3,12.5,0,0,0,0,0,0,3.7,3.68
455,AJ Derby,MIA,TE,17,BUF,3.1,2.3,66.7,24.5,0.2,0,8,12,0,0,0,0,0,0,3.6,3.65
456,AJ Derby,DEN,TE,7,LAC,3.24,2.4,66.7,26.4,0.2,0,8.7,13,0,0,0,0,0.1,0.1,3.6,3.64
457,Seth DeValve,CLE,TE,5,NYJ,2.89,2.1,66.7,24.3,0.2,0,8,12,0,0,0,0,0,0,3.6,3.63
457,Jermaine Gresham,ARI,TE,5,PHI,5.54,3.1,50,30.3,0.1,0,5,10,0,0,0,0,0,0,3.6,3.63
459,O.J. Howard,TB,TE,5,NE,2.68,2,66.7,24.2,0.2,0,8,12,0,0,0,0,0,0,3.6,3.62
459,Jesse James,PIT,TE,7,CIN,3.58,2.6,75,24.2,0.2,0,6,8,0,0,0,0,0,0,3.6,3.62
459,Marcedes Lewis,JAX,TE,14,SEA,3.63,2.1,50,24.2,0.2,0,6,12,0,0,0,0,0,0,3.6,3.62
462,Austin Seferian-Jenkins,NYJ,TE,3,MIA,3.03,2.2,66.7,24.1,0.2,0,8,12,0,0,0,0,0,0,3.6,3.61
462,Virgil Green,DEN,TE,11,CIN,3.84,2.4,50,24.1,0.2,0,6,12,0,0,0,0,0,0,3.6,3.61
462,Tyler Higbee,LAR,TE,13,ARI,2.94,2.2,66.7,24.1,0.2,0,8,12,0,0,0,0,0,0,3.6,3.61
465,Tyler Higbee,LAR,TE,10,HOU,2.68,2,66.7,24,0.2,0,8,12,0,0,0,0,0,0,3.6,3.6
466,Jesse James,PIT,TE,8,DET,3.31,2.4,66.7,23.9,0.2,0,8,12,0,0,0,0,0,0,3.6,3.59
466,Coby Fleener,NO,TE,11,WAS,2.56,1.9,66.7,23.9,0.2,0,8,12,0,0,0,0,0,0,3.6,3.59
468,George Kittle,SF,TE,14,HOU,3.48,2.1,66.7,23.8,0.2,0,8,12,0,0,0,0,0,0,3.6,3.58
469,Marcedes Lewis,JAX,TE,11,CLE,3.63,2.1,50,23.7,0.2,0,6,12,0,0,0,0,0,0,3.6,3.57
470,Tyler Higbee,LAR,TE,2,WAS,3.21,2.4,66.7,23.6,0.2,0,8,12,0,0,0,0,0,0,3.6,3.56
471,Marcedes Lewis,JAX,TE,5,PIT,4.32,2.5,50,23.4,0.2,0,5.8,11.5,0,0,0,0,0,0,3.5,3.54
471,Marcedes Lewis,JAX,TE,2,TEN,3.97,2.3,50,23.4,0.2,0,5.8,11.5,0,0,0,0,0,0,3.5,3.54
473,Stephen Anderson,HOU,TE,6,CLE,2.69,1.9,66.7,23.2,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.52
473,Tyler Higbee,LAR,TE,6,JAX,3.48,2.6,100,29.2,0.1,0,9.7,9.7,0,0,0,0,0,0,3.5,3.52
473,Tyler Higbee,LAR,TE,11,MIN,2.94,2.2,66.7,23.2,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.52
476,Coby Fleener,NO,TE,10,BUF,2.7,2,66.7,23.1,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.51
477,O.J. Howard,TB,TE,10,NYJ,2.68,2,66.7,25,0.2,0,8.3,12.5,0,0,0,0,0.1,0.1,3.5,3.5
478,David Njoku,CLE,TE,12,CIN,3.14,2.4,66.7,22.9,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.49
479,Marcedes Lewis,JAX,TE,6,LAR,3.46,2,66.7,22.7,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.47
479,David Njoku,CLE,TE,7,TEN,2.88,2.2,66.7,22.7,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.47
481,O.J. Howard,TB,TE,3,MIN,3.21,2.4,66.7,22.6,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.46
481,Garrett Celek,SF,TE,17,LAR,3.23,1.9,66.7,22.6,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.46
483,Marcedes Lewis,JAX,TE,12,ARI,3.46,2,66.7,22.5,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.45
483,Martellus Bennett,NE,TE,11,LV,3.46,2.1,66.7,22.5,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.45
483,Garrett Celek,SF,TE,14,HOU,3.23,1.9,66.7,22.5,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.45
486,Tyler Kroft,CIN,TE,4,CLE,3.41,2.2,66.7,22.4,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.44
487,Dwayne Allen,NE,TE,2,NO,3.3,1.9,66.7,22.3,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.43
488,David Njoku,CLE,TE,6,HOU,2.88,2.2,66.7,22.2,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.42
488,AJ Derby,DEN,TE,8,KC,3.78,2.8,75,30.2,0.1,0,7.5,10,0,0,0,0,0.1,0.1,3.4,3.42
488,Seth DeValve,CLE,TE,7,TEN,2.89,2.1,66.7,22.2,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.42
488,Dion Sims,CHI,TE,15,DET,2.92,2,66.7,22.2,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.42
492,Lance Kendricks,GB,TE,17,DET,3.85,2.2,50,22.1,0.2,0,5.5,11,0,0,0,0,0,0,3.4,3.41
493,AJ Derby,DEN,TE,6,NYG,2.97,2.2,66.7,23.8,0.2,0,8,12,0,0,0,0,0.1,0.1,3.4,3.38
494,Benjamin Watson,BAL,TE,2,CLE,3.08,2.1,66.7,21.5,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.35
494,Coby Fleener,NO,TE,12,LAR,2.43,1.8,100,21.5,0.2,0,11,11,0,0,0,0,0,0,3.4,3.35
496,Marcedes Lewis,JAX,TE,10,LAC,3.11,1.8,66.7,21.2,0.2,0,7,10.5,0,0,0,0,0,0,3.3,3.32
497,Trey Burton,PHI,TE,14,LAR,2.69,1.9,66.7,21,0.2,0,7,10.5,0,0,0,0,0,0,3.3,3.3
498,Virgil Green,DEN,TE,13,MIA,3.2,2,66.7,20.9,0.2,0,7,10.5,0,0,0,0,0,0,3.3,3.29
499,George Kittle,SF,TE,12,SEA,4.15,2.5,50,26.8,0.1,0,6.8,13.5,0,0,0,0,0,0,3.3,3.28
500,O.J. Howard,TB,TE,11,MIA,2.41,1.8,100,22.7,0.2,0,11.5,11.5,0,0,0,0,0.1,0.1,3.3,3.27
501,David Njoku,CLE,TE,1,PIT,3.14,2.4,66.7,26.6,0.1,0,9,13.5,0,0,0,0,0,0,3.3,3.26
502,Marcedes Lewis,JAX,TE,9,CIN,3.11,1.8,66.7,20.3,0.2,0,6.7,10,0,0,0,0,0,0,3.2,3.23
502,Tyler Higbee,LAR,TE,15,SEA,2.41,1.8,100,20.3,0.2,0,10,10,0,0,0,0,0,0,3.2,3.23
504,David Njoku,CLE,TE,16,CHI,3.01,2.3,66.7,26.1,0.1,0,8.7,13,0,0.1,0,0,0,0,3.2,3.22
505,Niles Paul,WAS,TE,13,DAL,2.12,1.6,100,20.1,0.2,0,10,10,0,0,0,0,0,0,3.2,3.21
505,George Kittle,SF,TE,13,CHI,3.98,2.4,50,26.1,0.1,0,6.5,13,0,0,0,0,0,0,3.2,3.21
507,O.J. Howard,TB,TE,12,ATL,2.68,2,66.7,22,0.2,0,7.3,11,0,0,0,0,0.1,0.1,3.2,3.2
508,O.J. Howard,TB,TE,4,NYG,2.54,1.9,66.7,19.9,0.2,0,6.7,10,0,0,0,0,0,0,3.2,3.19
509,Jermaine Gresham,ARI,TE,10,SEA,4.65,2.6,60,25.7,0.1,0,5.2,8.7,0,0,0,0,0,0,3.2,3.17
510,Stephen Anderson,HOU,TE,4,TEN,2.69,1.9,66.7,19.6,0.2,0,6.7,10,0,0,0,0,0,0,3.2,3.16
511,Darren Fells,DET,TE,9,GB,2.46,1.8,100,19.5,0.2,0,10,10,0,0,0,0,0,0,3.2,3.15
512,Gerald Everett,LAR,TE,3,SF,2.75,1.6,66.7,19.4,0.2,0,6.3,9.5,0,0,0,0,0,0,3.1,3.14
513,Jesse James,PIT,TE,10,IND,2.34,1.7,100,19.3,0.2,0,9.5,9.5,0,0,0,0,0,0,3.1,3.13
513,Ricky Seals-Jones,ARI,TE,17,SEA,2.73,2.1,66.7,25.2,0.1,0,8.3,12.5,0,0.1,0,0,0,0,3.1,3.13
513,Vernon Davis,WAS,TE,7,PHI,3.32,2,66.7,27.3,0.1,0,9,13.5,0,0,0,0,0.1,0.1,3.1,3.13
516,Jesse James,PIT,TE,17,CLE,2.62,1.9,66.7,19.1,0.2,0,6.3,9.5,0,0.1,0,0,0,0,3.1,3.12
517,Gerald Everett,LAR,TE,13,ARI,2.23,1.3,50,19.1,0.2,0,9.5,19,0,0,0,0,0,0,3.1,3.11
517,Jermaine Gresham,ARI,TE,14,TEN,3.4,1.9,66.7,19.1,0.2,0,6.3,9.5,0,0,0,0,0,0,3.1,3.11
519,Darren Fells,DET,TE,8,PIT,2.32,1.7,100,18.9,0.2,0,9.5,9.5,0,0,0,0,0,0,3.1,3.09
520,Dion Sims,CHI,TE,12,PHI,2.77,1.9,66.7,18.8,0.2,0,6.3,9.5,0,0,0,0,0,0,3.1,3.08
521,Antonio Gates,LAC,TE,11,BUF,2.8,1.8,66.7,18.7,0.2,0,6.3,9.5,0,0,0,0,0,0,3.1,3.07
522,Troy Niklas,ARI,TE,2,IND,2.26,1.7,100,18.6,0.2,0,9.5,9.5,0,0,0,0,0,0,3.1,3.06
522,Niles Paul,WAS,TE,12,NYG,1.86,1.4,50,18.6,0.2,0,9.5,19,0,0,0,0,0,0,3.1,3.06
524,Virgil Green,DEN,TE,4,LV,2.72,1.7,66.7,18.5,0.2,0,6,9,0,0,0,0,0,0,3,3.05
525,Stephen Anderson,HOU,TE,13,TEN,2.69,1.9,66.7,18.4,0.2,0,6,9,0,0,0,0,0,0,3,3.04
526,Antonio Gates,LAC,TE,10,JAX,2.8,1.8,66.7,18.3,0.2,0,6,9,0,0,0,0,0,0,3,3.03
526,Antonio Gates,LAC,TE,12,DAL,2.65,1.7,66.7,18.3,0.2,0,6,9,0,0,0,0,0,0,3,3.03
528,Seth DeValve,CLE,TE,4,CIN,2.62,1.9,66.7,24.1,0.1,0,8,12,0,0,0,0,0,0,3,3.01
528,Seth DeValve,CLE,TE,6,HOU,3.03,2.2,66.7,24.1,0.1,0,8,12,0,0,0,0,0,0,3,3.01
528,Gerald Everett,LAR,TE,17,SF,2.4,1.4,50,18.1,0.2,0,9,18,0,0,0,0,0,0,3,3.01
531,Dion Sims,CHI,TE,8,NO,2.33,1.6,100,18,0.2,0,9,9,0,0,0,0,0,0,3,3
531,Vance McDonald,PIT,TE,14,BAL,2.49,1.4,50,18,0.2,0,9,18,0,0,0,0,0,0,3,3
533,David Njoku,CLE,TE,13,LAC,3.14,2.4,66.7,23.9,0.1,0,8,12,0,0,0,0,0,0,3,2.99
534,Antonio Gates,LAC,TE,8,NE,2.8,1.8,66.7,17.8,0.2,0,6,9,0,0,0,0,0,0,3,2.98
535,Ryan Griffin,HOU,TE,1,JAX,3.28,2.3,66.7,23.7,0.1,0,8,12,0,0,0,0,0,0,3,2.97
536,Virgil Green,DEN,TE,3,BUF,2.72,1.7,66.7,17.5,0.2,0,6,9,0,0,0,0,0,0,3,2.95
537,Tyler Higbee,LAR,TE,14,PHI,2.81,2.1,66.7,23.4,0.1,0,7.7,11.5,0,0,0,0,0,0,2.9,2.94
538,David Morgan,MIN,TE,15,CIN,2.53,1.8,66.7,17.2,0.2,0,5.7,8.5,0,0,0,0,0,0,2.9,2.92
539,Darren Fells,DET,TE,6,NO,2.19,1.6,100,17.1,0.2,0,8.5,8.5,0,0,0,0,0,0,2.9,2.91
540,Will Tye,NYJ,TE,2,LV,3.8,2.2,50,22.8,0.1,0,5.8,11.5,0,0,0,0,0,0,2.9,2.88
541,Darren Fells,DET,TE,10,CLE,2.05,1.5,100,16.6,0.2,0,8.5,8.5,0,0,0,0,0,0,2.9,2.86
542,Vernon Davis,WAS,TE,6,SF,2.65,1.6,66.7,22.5,0.1,0,7.3,11,0,0,0,0,0,0,2.8,2.85
543,Jonnu Smith,TEN,TE,6,IND,2.22,1.4,50,16.4,0.2,0,8,16,0,0,0,0,0,0,2.8,2.84
544,Gerald Everett,LAR,TE,15,SEA,2.23,1.3,50,16.1,0.2,0,8,16,0,0.1,0,0,0,0,2.8,2.82
545,Luke Willson,SEA,TE,4,IND,2.32,1.5,100,16.1,0.2,0,8,8,0,0,0,0,0,0,2.8,2.81
546,O.J. Howard,TB,TE,6,ARI,2.01,1.5,100,16,0.2,0,8,8,0,0,0,0,0,0,2.8,2.8
547,AJ Derby,DEN,TE,9,PHI,3.1,2.3,66.7,23.9,0.1,0,8,12,0,0,0,0,0.1,0.1,2.8,2.79
547,Seth DeValve,CLE,TE,14,GB,2.48,1.8,100,21.9,0.1,0,11,11,0,0,0,0,0,0,2.8,2.79
549,Jermaine Gresham,ARI,TE,12,JAX,4.29,2.4,50,21.8,0.1,0,5.5,11,0,0,0,0,0,0,2.8,2.78
549,George Kittle,SF,TE,16,JAX,3.48,2.1,66.7,21.8,0.1,0,7.3,11,0,0,0,0,0,0,2.8,2.78
551,Rhett Ellison,NYG,TE,17,WAS,2.87,2.1,66.7,21.7,0.1,0,7.3,11,0,0,0,0,0,0,2.8,2.77
552,Niles Paul,WAS,TE,16,DEN,2.52,1.9,66.7,21.4,0.1,0,7,10.5,0,0.1,0,0,0,0,2.8,2.75
553,Tyler Higbee,LAR,TE,12,NO,2.54,1.9,66.7,21.4,0.1,0,7,10.5,0,0,0,0,0,0,2.7,2.74
553,Anthony Fasano,MIA,TE,16,KC,2.76,1.6,66.7,15.4,0.2,0,5,7.5,0,0,0,0,0,0,2.7,2.74
553,Virgil Green,DEN,TE,15,IND,3.04,1.9,66.7,21.4,0.1,0,7,10.5,0,0,0,0,0,0,2.7,2.74
556,Jermaine Gresham,ARI,TE,9,SF,4.11,2.3,50,21.3,0.1,0,5.2,10.5,0,0,0,0,0,0,2.7,2.73
556,Virgil Green,DEN,TE,12,LV,3.2,2,66.7,21.3,0.1,0,7,10.5,0,0,0,0,0,0,2.7,2.73
556,Seth DeValve,CLE,TE,16,CHI,2.48,1.8,100,21.3,0.1,0,10.5,10.5,0,0,0,0,0,0,2.7,2.73
559,Gerald Everett,LAR,TE,14,PHI,2.06,1.2,50,15,0.2,0,7.5,15,0,0.1,0,0,0,0,2.7,2.71
560,Vernon Davis,WAS,TE,4,KC,2.82,1.7,66.7,20.9,0.1,0,7,10.5,0,0,0,0,0,0,2.7,2.69
560,Dion Sims,CHI,TE,16,CLE,2.04,1.4,50,14.9,0.2,0,7.5,15,0,0,0,0,0,0,2.7,2.69
562,Marcedes Lewis,JAX,TE,3,BAL,3.63,2.1,50,20.8,0.1,0,5.2,10.5,0,0,0,0,0,0,2.7,2.68
562,Antonio Gates,LAC,TE,15,KC,2.18,1.4,50,14.8,0.2,0,7.5,15,0,0,0,0,0,0,2.7,2.68
564,Gerald Everett,LAR,TE,4,DAL,2.92,1.7,66.7,20.7,0.1,0,7,10.5,0,0,0,0,0,0,2.7,2.67
564,Seth DeValve,CLE,TE,17,PIT,2.48,1.8,100,20.6,0.1,0,10.5,10.5,0,0.1,0,0,0,0,2.7,2.67
566,Seth DeValve,CLE,TE,10,DET,2.62,1.9,66.7,20.5,0.1,0,6.7,10,0,0,0,0,0,0,2.6,2.65
567,Jermaine Gresham,ARI,TE,16,NYG,3.4,1.9,66.7,20.4,0.1,0,6.7,10,0,0,0,0,0,0,2.6,2.64
568,Niles Paul,WAS,TE,17,NYG,2.26,1.7,100,20.3,0.1,0,10,10,0,0,0,0,0,0,2.6,2.63
568,Antonio Gates,LAC,TE,13,CLE,2.02,1.3,50,14.3,0.2,0,7,14,0,0,0,0,0,0,2.6,2.63
570,Dwayne Allen,NE,TE,13,BUF,2.43,1.4,50,14.2,0.2,0,7,14,0,0,0,0,0,0,2.6,2.62
571,Richard Rodgers,GB,TE,14,CLE,1.84,1.4,50,13.4,0.2,0,6.5,13,0,0,0,0,0,0,2.5,2.54
571,Virgil Green,DEN,TE,14,NYJ,2.72,1.7,66.7,19.4,0.1,0,6.3,9.5,0,0,0,0,0,0,2.5,2.54
573,Richard Rodgers,GB,TE,16,MIN,2.64,2,66.7,19.3,0.1,0,6.3,9.5,0,0,0,0,0,0,2.5,2.53
573,Seth DeValve,CLE,TE,15,BAL,2.34,1.7,100,19.3,0.1,0,9.5,9.5,0,0,0,0,0,0,2.5,2.53
575,Gerald Everett,LAR,TE,10,HOU,2.58,1.5,66.7,19.1,0.1,0,6.3,9.5,0,0.1,0,0,0,0,2.5,2.52
576,Jesse James,PIT,TE,1,CLE,2.62,1.9,66.7,19.1,0.1,0,6.3,9.5,0,0,0,0,0,0,2.5,2.51
577,Tyler Higbee,LAR,TE,5,SEA,2.54,1.9,66.7,19,0.1,0,6.3,9.5,0,0,0,0,0,0,2.5,2.5
577,George Kittle,SF,TE,15,TEN,2.98,1.8,66.7,19,0.1,0,6.3,9.5,0,0,0,0,0,0,2.5,2.5
579,Josh Hill,NO,TE,17,TB,2.96,1.9,66.7,20.7,0.1,0,7,10.5,0,0,0,0,0.1,0.1,2.5,2.47
